,Unnamed: 0,app_id,app_name,review_id,language,review,timestamp_created,timestamp_updated,recommended,votes_helpful,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played
27701,27701,292030,The Witcher 3: Wild Hunt,81106423,russian,"Кайфарик,нормале4ек
Мне нраиться играю с собаней в нарды",1606675856,1606675856,True,0,0,0.0,0,True,False,False,76561198005157986,301,4,9873.0,15.0,6223.0,1611230035.0
42141,42141,292030,The Witcher 3: Wild Hunt,79035743,russian,мочить зомбаков,1604992735,1604992735,True,0,0,0.0,0,True,False,False,76561198279472207,33,11,3118.0,0.0,1423.0,1606149697.0
45080,45080,292030,The Witcher 3: Wild Hunt,78547583,spanish,"EL MEJOR JUEGO QUE HE JUGADO EN MI VIDA, NECESITO MAS THE WITCHER !!!",1604259168,1606082803,True,0,0,0.0,0,True,False,False,76561198259913252,42,3,18170.0,0.0,17567.0,1607736074.0
16638,16638,292030,The Witcher 3: Wild Hunt,82678367,turkish,Serinin ilk oyunlarından sonra mükemmel bir oyun.Bu oyun çok iyi ya.,1608370926,1608370926,True,1,0,0.0,0,True,False,False,76561198390780812,410,19,14278.0,31.0,14210.0,1610731094.0
20424,20424,292030,The Witcher 3: Wild Hunt,82153121,english,NOICEEEEEEE,1607758233,1607758233,True,1,1,0.4504903852939606,0,True,True,False,76561198848491526,52,38,90.0,0.0,90.0,1593971555.0
88702,88702,292030,The Witcher 3: Wild Hunt,71356482,spanish,El mejor juego de rol que jamás he jugado.,1593133266,1593133266,True,1,0,0.523809552192688,0,True,False,False,76561199012156921,17,1,9649.0,0.0,2258.0,1609691042.0
149,149,292030,The Witcher 3: Wild Hunt,85152579,schinese,nice,1611333872,1611333872,True,0,0,0.0,0,True,False,False,76561198331440181,56,5,7415.0,448.0,7415.0,1611333798.0
1761,1761,292030,The Witcher 3: Wild Hunt,84845022,russian,"чётко!!!
",1610882134,1610882134,True,1,0,0.523809552192688,0,True,True,False,76561198304528413,16,1,644.0,25.0,621.0,1610883538.0
63120,63120,292030,The Witcher 3: Wild Hunt,75335579,schinese,地图很大  玩法很多  剧情任务也很多  武器魔法很帅,1599066742,1599066742,True,0,0,0.0,0,True,False,False,76561198877258200,20,2,4603.0,0.0,1702.0,1608965976.0
69161,69161,292030,The Witcher 3: Wild Hunt,74368243,latam,"Es excelente, es casi perfecto. Se le puede criticar un poco el combate, pero nada mas. 
Excelentes graficos, la historia y los personajes te enganchan, jugabilidad entretenida, duración muy buena y si se le suman los dlc ni hablar.",1597524172,1597524172,True,0,0,0.0,0,True,False,False,76561198120588060,117,10,11159.0,0.0,11159.0,1589586892.0
64883,64883,292030,The Witcher 3: Wild Hunt,75131904,polish,Dobra giera,1598737317,1598737317,True,0,0,0.0,0,True,False,False,76561199058833045,16,2,3489.0,0.0,762.0,1609416851.0
2495,2495,292030,The Witcher 3: Wild Hunt,84717875,english,yeah,1610703086,1610703086,True,0,0,0.0,0,True,False,False,76561198213641787,296,9,2596.0,2233.0,1134.0,1611310865.0
80296,80296,292030,The Witcher 3: Wild Hunt,72449747,turkish,Zaten oyunu biliyorsanız incelemelere boşuna bakmayın alın gitsin yani witcher 3 ile ilgili ne diyeyim ki muhteşem bir oyun işte,1594403249,1594403249,True,2,0,0.523809552192688,0,True,False,False,76561198058638285,25,3,9008.0,0.0,3230.0,1595801539.0
19447,19447,292030,The Witcher 3: Wild Hunt,82287743,schinese,太太太太好玩了,1607882429,1607882429,True,0,0,0.0,0,True,False,False,76561199042528720,71,6,6173.0,0.0,5877.0,1609598127.0
41331,41331,292030,The Witcher 3: Wild Hunt,79187128,schinese,如果一部小说能改成游戏，我想大概就是《巫师》了吧,1605255508,1605255508,True,0,0,0.0,0,True,False,False,76561198400704338,46,4,3211.0,0.0,2335.0,1606210417.0
14888,14888,292030,The Witcher 3: Wild Hunt,82931626,czech,Klenot.,1608700323,1608700323,True,6,1,0.5833333134651185,0,True,False,False,76561198113885699,112,1,17552.0,0.0,17552.0,1603136174.0
88636,88636,292030,The Witcher 3: Wild Hunt,71366363,english,"Literally the greatest game of all time. All the words in the dictionary put together won't praise this game nearly enough. It's not a game, it's a feeling, an emotion! 10/10, would suffer amnesia to play it for the first time again!!",1593144454,1598370054,True,0,0,0.0,0,True,False,False,76561198835366097,84,5,6356.0,0.0,6131.0,1598940576.0
94892,94892,292030,The Witcher 3: Wild Hunt,70393200,schinese,永远的神，45块赚爆，波兰蠢驴牛逼,1591456857,1591456857,True,0,0,0.0,0,True,False,False,76561198097449234,35,2,4018.0,0.0,1079.0,1594909133.0
92731,92731,292030,The Witcher 3: Wild Hunt,70700233,russian,класс,1592010818,1592010818,True,0,0,0.4838709831237793,0,True,False,False,76561198048293835,55,1,4322.0,0.0,887.0,1594652449.0
29130,29130,292030,The Witcher 3: Wild Hunt,80927938,russian,The Best Game In The World. От таких игра шишка каменная становится.,1606593302,1606593302,True,2,0,0.5454545617103577,0,True,False,False,76561198131024311,51,2,7277.0,0.0,7277.0,1606593170.0
79022,79022,292030,The Witcher 3: Wild Hunt,72633672,schinese,先玩了两遍盗版，良心上过意不去，就来消费了,1594664724,1594664724,True,0,0,0.0,0,True,False,False,76561198406184750,7,1,5123.0,1.0,4542.0,1611161592.0
84936,84936,292030,The Witcher 3: Wild Hunt,71857469,schinese, (๑•̀ㅂ•́)و✧,1593670268,1593670268,True,0,0,0.0,0,True,False,False,76561199016694774,4,1,1112.0,0.0,434.0,1606012073.0
16821,16821,292030,The Witcher 3: Wild Hunt,82649894,polish,git giereczka,1608327386,1608327386,True,0,0,0.0,0,True,False,False,76561199112099864,2,3,7483.0,952.0,1658.0,1611010706.0
36733,36733,292030,The Witcher 3: Wild Hunt,79957161,turkish,God level game,1606338445,1606338445,True,0,0,0.0,0,True,False,False,76561198181799375,65,1,14924.0,0.0,14922.0,1606338610.0
15602,15602,292030,The Witcher 3: Wild Hunt,82830422,spanish,TA BUENO.,1608567587,1608567587,True,0,0,0.0,0,True,False,False,76561197994322115,567,23,875.0,0.0,875.0,1541028483.0
28533,28533,292030,The Witcher 3: Wild Hunt,81013422,english,Anyone who grew up with The Witcher series knows that this series is the best so far ! truly a masterpiece by CD PROJECKT RED! desperately waiting for their Second Best title CYBERPUNK!,1606637660,1606637660,True,1,0,0.523809552192688,0,True,False,False,76561198072014781,64,9,11749.0,0.0,11749.0,1598094630.0
69769,69769,292030,The Witcher 3: Wild Hunt,74237696,english,you will know once u cross 15 hrs,1597322156,1597322156,True,0,0,0.0,0,True,False,False,76561199029658404,15,1,6398.0,0.0,1798.0,1599913625.0
11405,11405,292030,The Witcher 3: Wild Hunt,83420833,turkish,oyun çıktıktan yıllar sonra indirimle alayım artık oynayayım dedim. o kadar çok yan görev var ki ana görevi unutuyorum bazen. şuan 8. saatteyim ana görev neydi unuttum ama oyun gayet eğlenceli akıyor. çok fazla detay var bu cidden güzel bir özellik,1609188693,1609188693,True,0,0,0.0,0,True,False,False,76561198254075727,52,4,556.0,0.0,488.0,1609777454.0
96852,96852,292030,The Witcher 3: Wild Hunt,70163802,german,Best dating sim I ever played,1591045587,1591045587,True,0,0,0.0,0,True,False,False,76561198092337910,113,3,3742.0,0.0,1273.0,1605445289.0
16130,16130,292030,The Witcher 3: Wild Hunt,82756200,schinese,好玩,1608465651,1608465651,True,0,0,0.0,0,True,False,False,76561198346306651,13,2,3597.0,81.0,2475.0,1610871319.0
19792,19792,292030,The Witcher 3: Wild Hunt,82246646,russian,"Игра определённо очень хорошая, советую всем поиграть.",1607843691,1607843691,True,0,0,0.0,0,True,False,False,76561198960785053,15,2,3109.0,720.0,577.0,1610370718.0
89577,89577,292030,The Witcher 3: Wild Hunt,71219210,english,One of the best games I've played in my years. I recomend doing alot of side quests instead of going on the main story all the time.,1592912297,1592912297,True,1,0,0.523809552192688,0,True,False,False,76561198379409067,24,3,7054.0,0.0,5383.0,1593438844.0
40163,40163,292030,The Witcher 3: Wild Hunt,79412094,schinese,太好玩了，画风非常精美，剧情线设计的非常巧妙，需要探索的虽然多但是丝毫不厌烦，剧情有深度不幼稚，价格良性，dlc的质量也非常良心，强力推荐,1605617975,1605617975,True,0,0,0.0,0,True,False,False,76561198994555720,6,1,24536.0,0.0,24536.0,1605344976.0
31776,31776,292030,The Witcher 3: Wild Hunt,80601161,schinese,别问  买就是赚,1606477428,1606477428,True,0,0,0.0,0,True,False,False,76561198157136346,66,2,2408.0,0.0,2408.0,1606477355.0
25330,25330,292030,The Witcher 3: Wild Hunt,81393941,russian,"Оч крутая игруля,Геральт чпокает всё,что движется",1606839282,1606839282,True,0,0,0.0,0,True,False,False,76561198121891831,39,4,5644.0,0.0,5621.0,1609504788.0
79156,79156,292030,The Witcher 3: Wild Hunt,72617836,russian,бля игра ахуенная отвеечаю,1594643900,1594643900,True,0,0,0.0,0,True,False,False,76561198928833084,32,1,3199.0,0.0,1344.0,1599908537.0
51685,51685,292030,The Witcher 3: Wild Hunt,77180509,schinese,有血有肉的开放世界。,1602080630,1602080630,True,0,0,0.0,0,True,False,False,76561198976209361,215,3,1843.0,0.0,1842.0,1603032922.0
75498,75498,292030,The Witcher 3: Wild Hunt,73165047,schinese,nice,1595516691,1595516691,True,0,0,0.0,0,False,False,False,76561198877311293,86,7,3621.0,0.0,1994.0,1609500880.0
4727,4727,292030,The Witcher 3: Wild Hunt,84360450,schinese,流弊啊女巫打桩机。。。。。。,1610200855,1610200855,True,0,0,0.0,0,True,False,False,76561198016951316,38,22,3943.0,0.0,3943.0,1590913024.0
85198,85198,292030,The Witcher 3: Wild Hunt,71816914,schinese,补票，再玩次,1593620157,1593620157,True,0,0,0.0,0,True,False,False,76561199057075517,2,1,8853.0,0.0,811.0,1601470403.0
35795,35795,292030,The Witcher 3: Wild Hunt,80109806,russian,Самая лучшая игра,1606363847,1606363847,True,0,0,0.0,0,True,False,False,76561198202638801,77,2,4858.0,0.0,4858.0,1597830865.0
12256,12256,292030,The Witcher 3: Wild Hunt,83300935,french,"J'ai mis longtemps à m'y mettre sérieusement car je ne suis pas fan des mondes ouverts et des activités ""à la con"" à faire. Finalement, lorsque je me suis mis à suivre l'histoire, j'ai compris pourquoi il était autant mis en avant par la presse. Les combats marchent très bien, les péripéties et les personnages sont tellement bien narré, je n'ai encore jamais vu ça. 

Dans les points négatifs, la gestion de l'inventaire est une calamité mais heureusement le jeu ne demande pas une gestion fine des objets. Donc c'est un moindre mal.",1609079218,1609079218,True,0,0,0.0,0,True,False,False,76561197960306009,334,4,5673.0,0.0,5673.0,1609073936.0
35718,35718,292030,The Witcher 3: Wild Hunt,80120390,russian,Лучший симулятор мясника.,1606366009,1606366009,True,0,0,0.0,0,True,False,False,76561198381218362,37,8,3738.0,450.0,1110.0,1611325184.0
70551,70551,292030,The Witcher 3: Wild Hunt,74078083,schinese,好玩,1597060609,1597060609,True,0,0,0.0,0,True,False,False,76561198315442738,46,2,2528.0,0.0,1019.0,1597322501.0
54374,54374,292030,The Witcher 3: Wild Hunt,76613067,russian,"Ну, ребят, тут даже и говорить нечего,must play. Офигенный мир, диалоги. квесты, боевая система - все офигенно!",1601145557,1601145557,True,0,0,0.0,0,True,False,False,76561198846194648,16,2,4634.0,0.0,774.0,1606924333.0
39691,39691,292030,The Witcher 3: Wild Hunt,79497933,czech,"everything
",1605775015,1605775015,True,0,0,0.0,0,False,False,False,76561198196181138,6,1,4195.0,32.0,2776.0,1611173563.0
93702,93702,292030,The Witcher 3: Wild Hunt,70549877,english,"Good game, buy it",1591728855,1591728855,True,0,0,0.0,0,True,False,False,76561197982901715,91,1,3638.0,0.0,3638.0,1590426165.0
73691,73691,292030,The Witcher 3: Wild Hunt,73477001,spanish,"Este juego es una obra maestra:
- historia
- personajes
- ambientación
- banda sonora
- narración
- misiones muy curradas

Mis felicitaciones por este maravilloso juego.",1596046568,1596046568,True,0,0,0.0,0,True,False,False,76561198127775192,48,3,6793.0,234.0,4033.0,1610233845.0
98070,98070,292030,The Witcher 3: Wild Hunt,70055184,russian,"Я не знаю что сказать, просто ведьмак и всё.",1590860113,1590860113,True,1,0,0.52173912525177,0,True,False,False,76561198145697823,188,6,4766.0,0.0,4221.0,1600272819.0
575,575,292030,The Witcher 3: Wild Hunt,85071342,english,"Amazing story, game is still beautiful even 6 years later, tons upon tons of content, youc an replay it as many times as you want, characters are awesome... I could go on, but if you are hesitating to buy it, just buy it.",1611208412,1611208412,True,0,0,0.0,0,True,False,False,76561198246061920,102,10,7624.0,3226.0,6765.0,1611334807.0
84610,84610,292030,The Witcher 3: Wild Hunt,71898729,brazilian,"Chegará a hora em que ela virá á você quebrada, desmantelada. Encontre uma maneira de fazê-la se sentir melhor.

Chegará a hora em que alguém irá trai-lá. Deixe-a descarregar sua fúria.

Chegará a hora em que ela chorará por um amigo. Chore com ela.

Chegará a hora em que o medo irá engoli-la. Encorage-á, mas não aja por ela.

E nunca, jamais deixe-a sentir como se você tivesse vendido-a.

",1593716641,1593716641,True,1,0,0.523809552192688,0,True,False,False,76561198398903792,110,9,6684.0,0.0,6085.0,1607977966.0
61769,61769,292030,The Witcher 3: Wild Hunt,75497589,czech,best RPG of all time. Immediatly buy now.,1599327872,1599327872,True,0,0,0.0,0,True,False,False,76561198318945068,31,3,5736.0,73.0,373.0,1611350731.0
32260,32260,292030,The Witcher 3: Wild Hunt,80549691,koreana,새로운 엔진으로 나오면 나중에 또다시 할 예정임.,1606460870,1606460870,True,0,0,0.0,0,True,False,False,76561198057211693,26,1,16819.0,0.0,16819.0,1581827018.0
82199,82199,292030,The Witcher 3: Wild Hunt,72206704,english,game is gud,1594096011,1594096011,True,0,0,0.0,0,True,False,False,76561198041280885,159,2,3551.0,0.0,2887.0,1610149017.0
36290,36290,292030,The Witcher 3: Wild Hunt,80017782,russian,"Лучшая рпг.Игра работающая на погружение.Можна долго разбирать ее достоинства-открытый мир,квесты,юмор,сюжет...Близкий нам(славянам)колорит.Маст хев эвер!",1606345872,1606345872,True,0,0,0.0,0,True,False,False,76561199026042517,67,5,3043.0,0.0,1126.0,1606641767.0
78449,78449,292030,The Witcher 3: Wild Hunt,72715360,turkish,ÇOKGÜSEL,1594792119,1594792119,True,0,0,0.0,0,True,False,False,76561198257553188,26,3,6900.0,0.0,6014.0,1596270182.0
60055,60055,292030,The Witcher 3: Wild Hunt,75690668,schinese,？？？,1599646044,1599646044,True,0,0,0.0,0,True,False,False,76561199082797866,5,1,142.0,0.0,140.0,1608629412.0
45948,45948,292030,The Witcher 3: Wild Hunt,78400810,russian,"классная игра, ничего плохого сказать не могу
",1604069274,1604069274,True,0,0,0.0,0,True,False,False,76561198118530205,45,6,7508.0,0.0,5490.0,1606413240.0
28177,28177,292030,The Witcher 3: Wild Hunt,81050492,japanese,最高としか言えない。,1606654169,1606654169,True,1,0,0.4988662302494049,0,True,False,False,76561198119953057,16,1,14711.0,9.0,14685.0,1611228259.0
84463,84463,292030,The Witcher 3: Wild Hunt,71922701,schinese,剧情很不错,1593747488,1593747488,True,0,0,0.0,0,True,False,False,76561198982664480,10,1,1133.0,0.0,409.0,1602749209.0
578,578,292030,The Witcher 3: Wild Hunt,85070516,english,"It's good
",1611206763,1611206763,True,0,0,0.0,0,True,False,False,76561198079317573,144,2,10251.0,602.0,10251.0,1611206742.0
30959,30959,292030,The Witcher 3: Wild Hunt,80694781,czech,Paráda.,1606502434,1606502434,True,0,0,0.0,0,True,False,False,76561198034347075,531,5,15199.0,0.0,14631.0,1607361229.0
64290,64290,292030,The Witcher 3: Wild Hunt,75199092,english,Gawd Game !,1598841018,1598841018,True,0,0,0.0,0,True,False,False,76561199015252694,13,8,559.0,0.0,18.0,1607912605.0
14531,14531,292030,The Witcher 3: Wild Hunt,82988922,russian,Отличная игра.,1608755869,1608755869,True,0,0,0.0,0,True,False,False,76561198114084965,37,3,5010.0,2768.0,829.0,1611349564.0
17933,17933,292030,The Witcher 3: Wild Hunt,82497796,brazilian,pika,1608126740,1608126740,True,0,0,0.0,0,True,False,False,76561198961020732,15,1,3324.0,0.0,989.0,1609421490.0
33608,33608,292030,The Witcher 3: Wild Hunt,80366497,english,Amazing,1606408473,1606408473,True,0,0,0.0,0,True,False,False,76561198421054414,64,3,6137.0,0.0,6137.0,1606408508.0
49959,49959,292030,The Witcher 3: Wild Hunt,77557027,swedish,mycket bra story,1602696142,1602696142,True,0,0,0.0,0,True,False,False,76561197974945549,108,1,14754.0,0.0,13713.0,1604098359.0
66598,66598,292030,The Witcher 3: Wild Hunt,74908220,russian,"потрясающая игра с захватывающим сюжетом и чудесной боевкой
",1598388291,1598388291,True,0,0,0.0,0,False,True,False,76561198948104291,8,2,4652.0,835.0,980.0,1611335367.0
99089,99089,292030,The Witcher 3: Wild Hunt,69959504,russian,й,1590697481,1590697481,True,0,0,0.0,0,True,False,False,76561198332273983,118,6,17748.0,0.0,776.0,1606769060.0
34451,34451,292030,The Witcher 3: Wild Hunt,80271158,english,This game is a masterpiece! I hope Cyberpunk 2077 will be even better!,1606392416,1606392416,True,0,0,0.0,0,True,False,False,76561198117137232,123,2,4266.0,0.0,4266.0,1592157097.0
34080,34080,292030,The Witcher 3: Wild Hunt,80311949,tchinese,非要说缺点就是太老了，就没啥其他缺点了，优化也挺好的,1606398907,1606398907,True,0,0,0.0,0,False,False,False,76561198172618541,187,11,2647.0,0.0,2597.0,1606566350.0
63587,63587,292030,The Witcher 3: Wild Hunt,75275261,schinese,很好玩，就像是穿越到了那个世界一样。如诗如画的陶森特，不知道世界上有没有这样的地方,1598970490,1607577756,True,0,0,0.0,0,True,False,False,76561198412150910,96,12,8852.0,0.0,1905.0,1607749023.0
4293,4293,292030,The Witcher 3: Wild Hunt,84425149,schinese,非常好玩！~,1610281220,1610281220,True,0,0,0.0,0,True,False,False,76561198825029380,4,1,418.0,19.0,398.0,1610289343.0
69102,69102,292030,The Witcher 3: Wild Hunt,74380869,brazilian,"Olha o jogo é muito bom, adorei, mas ele é bem pesado e tem alguns defeitos e pode chegar a ser repetitivo por ter muita ação. Mas vale totalmente a pena por ter bastante coisa interessante pra fazer.",1597546731,1597546731,True,0,0,0.0,0,True,False,False,76561198872615266,110,3,8861.0,0.0,6212.0,1600461595.0
86411,86411,292030,The Witcher 3: Wild Hunt,71658622,english,"Great game, better from a story perspective if you play the previous games in the series. But, you can play this game on its own too.",1593442113,1593442113,True,0,0,0.0,0,True,False,False,76561198272514947,73,2,16330.0,2384.0,5020.0,1611166930.0
99476,99476,292030,The Witcher 3: Wild Hunt,69924222,schinese,1,1590641386,1590641386,True,0,0,0.0,0,True,False,False,76561198863604157,12,1,6683.0,0.0,6207.0,1608894428.0
53929,53929,292030,The Witcher 3: Wild Hunt,76703210,schinese,"太TM好晚了
",1601286587,1601286587,True,0,0,0.0,0,True,False,False,76561199084803259,6,1,9552.0,0.0,1368.0,1603798726.0
87070,87070,292030,The Witcher 3: Wild Hunt,71575390,english,10/10 very good game literally no complaints,1593353452,1593353452,True,0,0,0.0,0,True,False,False,76561198113925788,88,3,6135.0,0.0,4001.0,1596401640.0
65083,65083,292030,The Witcher 3: Wild Hunt,75108194,english,"hmm...
",1598704554,1598704554,True,0,0,0.0,0,True,False,False,76561199067920786,42,10,1789.0,0.0,200.0,1610120909.0
30712,30712,292030,The Witcher 3: Wild Hunt,80725173,russian,10/10,1606511882,1606511882,True,0,0,0.0,0,True,False,False,76561198195287543,57,3,12089.0,0.0,12089.0,1606511740.0
49182,49182,292030,The Witcher 3: Wild Hunt,77712972,french,"incroyable
",1602953270,1602953270,True,0,0,0.0,0,True,False,False,76561198132509775,40,2,11127.0,0.0,10614.0,1609890627.0
57234,57234,292030,The Witcher 3: Wild Hunt,76098864,english,"My favorite game. The world was too wonderful to explore, story line was perfect !!!",1600307269,1600307269,True,0,0,0.0,0,True,False,False,76561198991908304,5,3,1209.0,0.0,1209.0,1600249311.0
15663,15663,292030,The Witcher 3: Wild Hunt,82824293,french,Un des meilleurs rpg 3D selon moi.,1608560109,1608656529,True,0,0,0.0,0,True,False,False,76561198130384168,150,13,6230.0,0.0,6230.0,1605470219.0
19966,19966,292030,The Witcher 3: Wild Hunt,82221171,english,Best,1607815335,1607815335,True,0,0,0.0,0,True,False,False,76561198865263227,13,2,4981.0,0.0,4695.0,1609672822.0
91912,91912,292030,The Witcher 3: Wild Hunt,70835791,german,Fesselnd,1592240688,1592240688,True,0,0,0.0,0,True,False,False,76561198000993167,42,7,9904.0,0.0,1479.0,1599398392.0
91957,91957,292030,The Witcher 3: Wild Hunt,70827280,brazilian,Top,1592228004,1592228004,True,0,0,0.0,0,True,False,False,76561198318834388,3,1,3013.0,0.0,1983.0,1596672405.0
81346,81346,292030,The Witcher 3: Wild Hunt,72308291,tchinese,地圖大的跟鬼一樣，支線也多的跟鬼一樣，CP值超爆高的,1594226455,1594226455,True,0,0,0.0,0,True,False,False,76561198248023952,61,4,9472.0,2536.0,2739.0,1611325781.0
55325,55325,292030,The Witcher 3: Wild Hunt,76422660,schinese,I LIKE THIS,1600861015,1600861015,True,0,0,0.0,0,True,False,False,76561198254934915,88,18,7204.0,0.0,6399.0,1601717655.0
29857,29857,292030,The Witcher 3: Wild Hunt,80841375,schinese,玩完是真的想夸，说真的这游戏就纠不出什么缺点，游戏沉浸感极强，不亏是在RPG游戏里面数一数二的；风景真的没得说，玩着玩着就疯狂截图；剧情真的太好了，完全能和原著媲美（中间有那么几段剧情真的杀我，很赚眼泪）父女组也很有爱；主角们建模和性格塑造也没得说，叶完美还原原著（剧版猎魔人麻烦出来挨骂），特也不错，希里就不用说了（有多少人是冲着女儿的脸来的……），真的非常赏心悦目，我一女的都看得非常心动，除了本体还有两个堪比本体分量的dlc，总而言之，波兰蠢驴yyds！,1606563771,1606563771,True,0,0,0.0,0,True,False,False,76561198969709152,7,2,9986.0,0.0,9287.0,1606838555.0
71222,71222,292030,The Witcher 3: Wild Hunt,73934976,greek,One of the best games of the decade,1596831258,1596831258,True,0,0,0.0,0,True,False,False,76561198415725338,11,2,9128.0,106.0,7013.0,1610720949.0
52458,52458,292030,The Witcher 3: Wild Hunt,77015348,english,I'm a witcher.,1601803625,1601803625,True,0,0,0.0,0,True,False,False,76561198054319259,109,4,7933.0,0.0,7239.0,1607269951.0
88345,88345,292030,The Witcher 3: Wild Hunt,71402854,ukrainian,"ця гра - найпрекрасніша у світі, вона цікава, смішна та сумна одночасно. Рекомендую грати польською, це дуже мило",1593179558,1593179558,True,0,0,0.0,0,True,False,False,76561198052061757,32,3,56082.0,0.0,48943.0,1601333717.0
82363,82363,292030,The Witcher 3: Wild Hunt,72183871,english,"Masterpiece!

One should really experience the beauty of The Witcher 3. These are so many quests through out. Swamps in Velen, Medieval age streets of Novigrad, Mesmerising snow mountains and viking style life in Skellige and much more to chose from to explore the world depends on your mood. So it never bores you. Crafting design is so deep, variety of potions, bombs, armour, oils and other crafting materials to level up your game. Decisions taken in certain quests will completely some future events and people around you. Hmm.. you need to take a minute before taking decisions in certain quests. Even you can chose your main romance option from two of the very beautiful women. Nevertheless, Gwent is love! It is a card game in Witcher world. You can collect new cards and build your deck by defeating opponents in different areas. It is so fun.

Finally concluding with a pinch of cons, a few bugs were seen like horse getting stuck in fence or something. It nothing major, you could still get off the horse and call it again. So no big deal. Geralt easily dies falling from few feet, it sound funny as the same person can slide down from the top of a mountain without a having his HP drop a bit :P, not a bug but still looks weird!

It is 10/10. 

P.S. I did a mistake by reading though the online forums about the best decisions to take in game for almost 50% story and it actually destroyed the fun and suspense. You don't make that mistake. Play without googling about any consequences in game. You can always play the game 2nd time with new choices.",1594064910,1594064910,True,1,0,0.0,0,True,False,False,76561198201199890,9,2,6029.0,0.0,4112.0,1609938448.0
65349,65349,292030,The Witcher 3: Wild Hunt,75076346,english,"It’s a good game. I guess. That said: it bores me. If you want to know if maybe you’re not interested read on. If you got a Witcher 3 shrine over your bed... send me a photo. Where was I?

Geralt bores me. He sounds bored himself. It rubs off. I’ve started this game 3 times and I always leave it after a while. There’s doom and gloom and no fun. And a preset main character with a dark tragic past so convoluted you have to read additional material to figure out and he’s a loner and edgy and sarcastic. I play happy, outgoing characters that talk and laugh and... don’t glare and grunt. Too much glaring and grunting makes me roll my eyes. 

I also like a world where not every NPC is an ungrateful, hypocritical, piece of crap. So I can actually care about them.

Yen’s boobs are not incentive enough, never liked the readhead whose name I forget but apparently I screwed and since I repeatedly screwed every girl in the brothel I think I’m done with the entertainment value here.

Cheers!",1598649630,1598710884,True,0,2,0.0,0,True,False,False,76561198398189813,89,43,1162.0,0.0,1142.0,1599315334.0
59649,59649,292030,The Witcher 3: Wild Hunt,75740334,turkish,olmazsa olmazlardan,1599734156,1599734156,True,1,0,0.5081967115402221,0,True,False,False,76561198435896471,3,2,3140.0,0.0,1179.0,1608838370.0
44952,44952,292030,The Witcher 3: Wild Hunt,78569622,english,If you haven't played this yet...what are you waiting for?,1604290170,1604290170,True,0,0,0.0,0,True,False,False,76561198100288985,85,1,4465.0,0.0,4465.0,1604032054.0
39525,39525,292030,The Witcher 3: Wild Hunt,79532955,brazilian,Simplismente o jogo mais empolgante e imersivo até hj,1605834972,1605834972,True,0,0,0.0,0,True,False,False,76561198847994388,14,2,4515.0,84.0,2831.0,1610637755.0
